//가이드와 스페셜 퀘스트의 챕터, 제목, 받을때, 진행중, 완료 대사를 입력하며 공통으로 받을 때 에러용 대사가 준비되어야 한다.			
//QuestStringIndex	eng	StringType	Quest Index
1022	There are a number of ways you can prove your worth on the continent of MU. You can try to be the last one standing in Chaos Castle, or work with your comrades to battle through Blood Castle, Devil Square, or Illusion Temple. Travelers regard such feats as some of the worthiest accomplishments one can achieve.	2	423
1023	That's right. You do need good equipment and a high level to test your mettle against other travelers, yes. But just that isn't enough for you to become a hero of MU. I will help you receive recognition as a hero by giving you a series of missions. You may repeat these missions as often as desired.	2	423
1024	I want you to prove your combat prowess by defeating 5 Guardsmen in Chaos Castle, delivering Archangel's weapon in Blood Castle, and surviving till the end in Devil Square. Complete the mission and you'll be rewarded.	2	423
1025	Now deliver Archangel's weapon in Blood Castle.	3	423
1026	You are stepping forward again as a hero.	4	423
1027	Now go to Blood Castle and deliver Archangel's weapon. I will give you the next quest when you return.	5	423
1028	The qualities of the hero (last)	1	424
1029	There are a number of ways you can prove your worth on the continent of MU. You can try to be the last one standing in Chaos Castle, or work with your comrades to battle through Blood Castle, Devil Square, or Illusion Temple. Travelers regard such feats as some of the worthiest accomplishments one can achieve.	2	424
1030	That's right. You do need good equipment and a high level to test your mettle against other travelers, yes. But just that isn't enough for you to become a hero of MU. I will help you receive recognition as a hero by giving you a series of missions. You may repeat these missions as often as desired.	2	424
1031	I want you to prove your combat prowess by defeating 5 Guardsmen in Chaos Castle, delivering Archangel's weapon in Blood Castle, and surviving till the end in Devil Square. Complete the mission and you'll be rewarded.	2	424
1032	Lastly, survive till the end in Devil Square.	3	424
1033	You are stepping forward again as a true hero.	4	424
1034	Survive till the end in Devil Square and return, and you'll be rewarded.	5	424
1035	The courage of the hero (first)	1	425
1036	There are a number of ways you can prove your worth on the continent of MU. You can try to be the last one standing in Chaos Castle, or work with your comrades to battle through Blood Castle, Devil Square, or Illusion Temple. Travelers regard such feats as some of the worthiest accomplishments one can achieve.	2	425
1037	That's right. You do need good equipment and a high level to test your mettle against other travelers, yes. But just that isn't enough for you to become a hero of MU. I will help you receive recognition as a hero by giving you a series of missions. You may repeat these missions as often as desired.	2	425
1038	I want you to prove your combat prowess by defeating 5 Guardsmen in Chaos Castle, delivering Archangel's weapon in Blood Castle, and surviving till the end in Devil Square. Complete the mission and you'll be rewarded.	2	425
1039	Defeat 10 Guardsmen at Chaos Castle and return.	3	425
1040	You are stepping forward as a hero.	4	425
1041	Defeat 10 Guardsmen at Chaos Castle and return. I will give you the next quest when you return.	5	425
1042	The courage of the hero (second)	1	426
1043	There are a number of ways you can prove your worth on the continent of MU. You can try to be the last one standing in Chaos Castle, or work with your comrades to battle through Blood Castle, Devil Square, or Illusion Temple. Travelers regard such feats as some of the worthiest accomplishments one can achieve.	2	426
1044	That's right. You do need good equipment and a high level to test your mettle against other travelers, yes. But just that isn't enough for you to become a hero of MU. I will help you receive recognition as a hero by giving you a series of missions. You may repeat these missions as often as desired.	2	426
1045	I want you to prove your combat prowess by defeating 5 Guardsmen in Chaos Castle, delivering Archangel's weapon in Blood Castle, and surviving till the end in Devil Square. Complete the mission and you'll be rewarded.	2	426
1046	Now deliver Archangel's weapon in Blood Castle.	3	426
1047	You are stepping forward again as a hero.	4	426
1048	Now go to Blood Castle and deliver Archangel's weapon. I will give you the next quest when you return.	5	426
1049	The courage of the hero (last)	1	427
1050	There are a number of ways you can prove your worth on the continent of MU. You can try to be the last one standing in Chaos Castle, or work with your comrades to battle through Blood Castle, Devil Square, or Illusion Temple. Travelers regard such feats as some of the worthiest accomplishments one can achieve.	2	427
1051	That's right. You do need good equipment and a high level to test your mettle against other travelers, yes. But just that isn't enough for you to become a hero of MU. I will help you receive recognition as a hero by giving you a series of missions. You may repeat these missions as often as desired.	2	427
1052	I want you to prove your combat prowess by defeating 5 Guardsmen in Chaos Castle, delivering Archangel's weapon in Blood Castle, and surviving till the end in Devil Square. Complete the mission and you'll be rewarded.	2	427
1053	Lastly, survive till the end in Devil Square.	3	427
1054	You are stepping forward again as a true hero.	4	427
1055	Survive till the end in Devil Square and return, and you'll be rewarded.	5	427
1056	The fighting spirit of the hero (first)	1	428
1057	There are a number of ways you can prove your worth on the continent of MU. You can try to be the last one standing in Chaos Castle, or work with your comrades to battle through Blood Castle, Devil Square, or Illusion Temple. Travelers regard such feats as some of the worthiest accomplishments one can achieve.	2	428
1058	That's right. You do need good equipment and a high level to test your mettle against other travelers, yes. But just that isn't enough for you to become a hero of MU. I will help you receive recognition as a hero by giving you a series of missions. You may repeat these missions as often as desired.	2	428
1059	I want you to prove your combat prowess by defeating 5 Guardsmen in Chaos Castle, delivering Archangel's weapon in Blood Castle, and surviving till the end in Devil Square. Complete the mission and you'll be rewarded.	2	428
1060	Defeat 20 Guardsmen at Chaos Castle and return.	3	428
1061	You are stepping forward as a hero.	4	428
1062	Defeat 20 Guardsmen at Chaos Castle and return. I will give you the next quest when you return.	5	428
1063	The fighting spirit of the hero (second)	1	429
1064	There are a number of ways you can prove your worth on the continent of MU. You can try to be the last one standing in Chaos Castle, or work with your comrades to battle through Blood Castle, Devil Square, or Illusion Temple. Travelers regard such feats as some of the worthiest accomplishments one can achieve.	2	429
1065	That's right. You do need good equipment and a high level to test your mettle against other travelers, yes. But just that isn't enough for you to become a hero of MU. I will help you receive recognition as a hero by giving you a series of missions. You may repeat these missions as often as desired.	2	429
1066	I want you to prove your combat prowess by defeating 5 Guardsmen in Chaos Castle, delivering Archangel's weapon in Blood Castle, and surviving till the end in Devil Square. Complete the mission and you'll be rewarded.	2	429
1067	Now deliver Archangel's weapon in Blood Castle.	3	429
1068	You are stepping forward again as a hero.	4	429
1069	Now go to Blood Castle and deliver Archangel's weapon. I will give you the next quest when you return.	5	429
1070	The fighting spirit of the hero (last)	1	430
1071	There are a number of ways you can prove your worth on the continent of MU. You can try to be the last one standing in Chaos Castle, or work with your comrades to battle through Blood Castle, Devil Square, or Illusion Temple. Travelers regard such feats as some of the worthiest accomplishments one can achieve.	2	430
1072	That's right. You do need good equipment and a high level to test your mettle against other travelers, yes. But just that isn't enough for you to become a hero of MU. I will help you receive recognition as a hero by giving you a series of missions. You may repeat these missions as often as desired.	2	430
1073	I want you to prove your combat prowess by defeating 5 Guardsmen in Chaos Castle, delivering Archangel's weapon in Blood Castle, and surviving till the end in Devil Square. Complete the mission and you'll be rewarded.	2	430
1074	Lastly, survive till the end in Devil Square.	3	430
1075	You are stepping forward again as a true hero.	4	430
1076	Survive till the end in Devil Square and return, and you'll be rewarded.	5	430
1077	The mentality of the hero (first)	1	431
1078	There are a number of ways you can prove your worth on the continent of MU. You can try to be the last one standing in Chaos Castle, or work with your comrades to battle through Blood Castle, Devil Square, or Illusion Temple. Travelers regard such feats as some of the worthiest accomplishments one can achieve.	2	431
1079	That's right. You do need good equipment and a high level to test your mettle against other travelers, yes. But just that isn't enough for you to become a hero of MU. I will help you receive recognition as a hero by giving you a series of missions. You may repeat these missions as often as desired.	2	431
1080	I want you to prove your combat prowess by defeating 5 Guardsmen in Chaos Castle, delivering Archangel's weapon in Blood Castle, and surviving till the end in Devil Square. Complete the mission and you'll be rewarded.	2	431
1081	Defeat 30 Guardsmen at Chaos Castle and return.	3	431
1082	You are stepping forward as a hero.	4	431
1083	Defeat 30 Guardsmen at Chaos Castle and return. I will give you the next quest when you return.	5	431
1084	The mentality of the hero (second)	1	432
1085	There are a number of ways you can prove your worth on the continent of MU. You can try to be the last one standing in Chaos Castle, or work with your comrades to battle through Blood Castle, Devil Square, or Illusion Temple. Travelers regard such feats as some of the worthiest accomplishments one can achieve.	2	432
1086	That's right. You do need good equipment and a high level to test your mettle against other travelers, yes. But just that isn't enough for you to become a hero of MU. I will help you receive recognition as a hero by giving you a series of missions. You may repeat these missions as often as desired.	2	432
1087	I want you to prove your combat prowess by defeating 5 Guardsmen in Chaos Castle, delivering Archangel's weapon in Blood Castle, and surviving till the end in Devil Square. Complete the mission and you'll be rewarded.	2	432
1088	Now deliver Archangel's weapon in Blood Castle.	3	432
1089	You are stepping forward again as a hero.	4	432
1090	Now go to Blood Castle and deliver Archangel's weapon. I will give you the next quest when you return.	5	432
1091	The mentality of the hero (last)	1	433
1092	There are a number of ways you can prove your worth on the continent of MU. You can try to be the last one standing in Chaos Castle, or work with your comrades to battle through Blood Castle, Devil Square, or Illusion Temple. Travelers regard such feats as some of the worthiest accomplishments one can achieve.	2	433
1093	That's right. You do need good equipment and a high level to test your mettle against other travelers, yes. But just that isn't enough for you to become a hero of MU. I will help you receive recognition as a hero by giving you a series of missions. You may repeat these missions as often as desired.	2	433
1094	I want you to prove your combat prowess by defeating 5 Guardsmen in Chaos Castle, delivering Archangel's weapon in Blood Castle, and surviving till the end in Devil Square. Complete the mission and you'll be rewarded.	2	433
1095	Lastly, survive till the end in Devil Square.	3	433
1096	You are stepping forward again as a true hero.	4	433
1097	Survive till the end in Devil Square and return, and you'll be rewarded.	5	433
1098	The tenacity of the hero (first)	1	434
1099	There are a number of ways you can prove your worth on the continent of MU. You can try to be the last one standing in Chaos Castle, or work with your comrades to battle through Blood Castle, Devil Square, or Illusion Temple. Travelers regard such feats as some of the worthiest accomplishments one can achieve.	2	434
1100	That's right. You do need good equipment and a high level to test your mettle against other travelers, yes. But just that isn't enough for you to become a hero of MU. I will help you receive recognition as a hero by giving you a series of missions. You may repeat these missions as often as desired.	2	434
1101	I want you to prove your combat prowess by clearing Chaos Castle, delivering Archangel's weapon in Blood Castle, and surviving till the end in Devil Square. Complete the mission and you'll be rewarded.	2	434
1102	Survive in Chaos Castle.	3	434
1103	You are stepping forward as a hero.	4	434
1104	Survive till the end in Chaos Castle. I will give you the next quest when you return.	5	434
1105	The tenacity of the hero (second)	1	435
1106	There are a number of ways you can prove your worth on the continent of MU. You can try to be the last one standing in Chaos Castle, or work with your comrades to battle through Blood Castle, Devil Square, or Illusion Temple. Travelers regard such feats as some of the worthiest accomplishments one can achieve.	2	435
1107	That's right. You do need good equipment and a high level to test your mettle against other travelers, yes. But just that isn't enough for you to become a hero of MU. I will help you receive recognition as a hero by giving you a series of missions. You may repeat these missions as often as desired.	2	435
1108	I want you to prove your combat prowess by clearing Chaos Castle, delivering Archangel's weapon in Blood Castle, and surviving till the end in Devil Square. Complete the mission and you'll be rewarded.	2	435
1109	Now deliver Archangel's weapon in Blood Castle.	3	435
1110	You are stepping forward again as a hero.	4	435
1111	Now go to Blood Castle and deliver Archangel's weapon. I will give you the next quest when you return.	5	435
1112	The tenacity of the hero (last)	1	436
1113	There are a number of ways you can prove your worth on the continent of MU. You can try to be the last one standing in Chaos Castle, or work with your comrades to battle through Blood Castle, Devil Square, or Illusion Temple. Travelers regard such feats as some of the worthiest accomplishments one can achieve.	2	436
1114	That's right. You do need good equipment and a high level to test your mettle against other travelers, yes. But just that isn't enough for you to become a hero of MU. I will help you receive recognition as a hero by giving you a series of missions. You may repeat these missions as often as desired.	2	436
1115	I want you to prove your combat prowess by clearing Chaos Castle, delivering Archangel's weapon in Blood Castle, and surviving till the end in Devil Square. Complete the mission and you'll be rewarded.	2	436
1116	Lastly, survive till the end in Devil Square.	3	436
1117	You are stepping forward again as a true hero.	4	436
1118	Survive till the end in Devil Square and return, and you'll be rewarded.	5	436
1119	The last trial of the hero (first)	1	437
1120	There are a number of ways you can prove your worth on the continent of MU. You can try to be the last one standing in Chaos Castle, or work with your comrades to battle through Blood Castle, Devil Square, or Illusion Temple. Travelers regard such feats as some of the worthiest accomplishments one can achieve.	2	437
1121	That's right. You do need good equipment and a high level to test your mettle against other travelers, yes. But just that isn't enough for you to become a hero of MU. I will help you receive recognition as a hero by giving you a series of missions. You may repeat these missions as often as desired.	2	437
1122	I want you to prove your combat prowess by clearing Chaos Castle, delivering Archangel's weapon in Blood Castle, and surviving till the end in Devil Square. Complete the mission and you'll be rewarded.	2	437
1123	Survive in Chaos Castle.	3	437
1124	You are stepping forward as a hero.	4	437
1125	Survive till the end in Chaos Castle. I will give you the next quest when you return.	5	437
1126	The last trial of the hero (second)	1	438
1127	There are a number of ways you can prove your worth on the continent of MU. You can try to be the last one standing in Chaos Castle, or work with your comrades to battle through Blood Castle, Devil Square, or Illusion Temple. Travelers regard such feats as some of the worthiest accomplishments one can achieve.	2	438
1128	That's right. You do need good equipment and a high level to test your mettle against other travelers, yes. But just that isn't enough for you to become a hero of MU. I will help you receive recognition as a hero by giving you a series of missions. You may repeat these missions as often as desired.	2	438
1129	I want you to prove your combat prowess by clearing Chaos Castle, delivering Archangel's weapon in Blood Castle, and surviving till the end in Devil Square. Complete the mission and you'll be rewarded.	2	438
1130	Now deliver Archangel's weapon in Blood Castle.	3	438
1131	You are stepping forward again as a hero.	4	438
1132	Now go to Blood Castle and deliver Archangel's weapon. I will give you the next quest when you return.	5	438
1133	The last trial of the hero (last)	1	439
1134	There are a number of ways you can prove your worth on the continent of MU. You can try to be the last one standing in Chaos Castle, or work with your comrades to battle through Blood Castle, Devil Square, or Illusion Temple. Travelers regard such feats as some of the worthiest accomplishments one can achieve.	2	439
1135	That's right. You do need good equipment and a high level to test your mettle against other travelers, yes. But just that isn't enough for you to become a hero of MU. I will help you receive recognition as a hero by giving you a series of missions. You may repeat these missions as often as desired.	2	439
1136	I want you to prove your combat prowess by clearing Chaos Castle, delivering Archangel's weapon in Blood Castle, and surviving till the end in Devil Square. Complete the mission and you'll be rewarded.	2	439
1137	Lastly, survive till the end in Devil Square.	3	439
1138	You are stepping forward again as a true hero.	4	439
1139	Survive till the end in Devil Square and return, and you'll be rewarded.	5	439
1140	Spider Hunt!	1	440
1141	The elder says Spiders are spinning webs on the outer walls of the town and has asked us to take care of them. Although the request was made to the Shadow Phantom Guardians, I believe the job is suitable for travelers who are just starting out on their journey. Will you accept this quest? (Level 1-14)	2	440
1142	Hunt down 10 Spiders from around town, and I'll give you a reward.	3	440
1143	You are stepping forward again as a true hero.	4	440
1144	Hunt down 10 Spiders from around town, and I'll give you a reward.	5	440
1145	Spider Hunt!	1	441
1146	The elder says Spiders are spinning webs on the outer walls of the town and has asked us to take care of them. Although the request was made to the Shadow Phantom Guardians, I believe the job is suitable for travelers who are just starting out on their journey. Will you accept this quest? (Level 1-14)	2	441
1147	Hunt down 10 Spiders from around town, and I'll give you a reward.	3	441
1148	You are stepping forward again as a true hero.	4	441
1149	Hunt down 10 Spiders from around town, and I'll give you a reward.	5	441
1150	Spider Hunt!	1	442
1151	The elder says Spiders are spinning webs on the outer walls of the town and has asked us to take care of them. Although the request was made to the Shadow Phantom Guardians, I believe the job is suitable for travelers who are just starting out on their journey. Will you accept this quest? (Level 1-14)	2	442
1152	Hunt down 10 Spiders from around town, and I'll give you a reward.	3	442
1153	You are stepping forward again as a true hero.	4	442
1154	Hunt down 10 Spiders from around town, and I'll give you a reward.	5	442
1155	Dispose of the Town Plunderers!	1	443
1156	I'm sure you are well aware of Kundun. The weakest and most disorganized monsters of Kundun's army are frequently attacking and plundering civilians just outside of town. I wanted to ask you to eliminate these plundering monsters.... Will you accept this quest? (Level 15-25)	2	443
1157	Defeat 15 Giants from near the Devias entrance (22, 45) on the east side of town and return to me for a reward.	3	443
1158	You are stepping forward again as a true hero.	4	443
1159	Defeat 15 Giants from near the Devias entrance (22, 45) on the east side of town and return to me for a reward.	5	443
1160	Dispose of the Town Plunderers!	1	444
1161	I'm sure you are well aware of Kundun. The weakest and most disorganized monsters of Kundun's army are frequently attacking and plundering civilians just outside of town. I wanted to ask you to eliminate these plundering monsters.... Will you accept this quest? (Level 15-25)	2	444
1162	Defeat 15 Liches from near the Dungeon entrance (159, 205) on the southwest side of town and return to me for a reward.	3	444
1163	You are stepping forward again as a true hero.	4	444
1164	Defeat 15 Liches from near the Dungeon entrance (159, 205) on the southwest side of town and return to me for a reward.	5	444
1165	Dispose of the Town Plunderers!	1	445
1166	I'm sure you are well aware of Kundun. The weakest and most disorganized monsters of Kundun's army are frequently attacking and plundering civilians just outside of town. I wanted to ask you to eliminate these plundering monsters.... Will you accept this quest? (Level 15-25)	2	445
1167	Defeat 15 Agons from near the south side (173, 222) of town and return to me for a reward.	3	445
1168	You are stepping forward again as a true hero.	4	445
1169	Defeat 15 Agons from near the south side (173, 222) of town and return to me for a reward.	5	445
1170	Dispose of the Town Plunderers!	1	446
1171	I'm sure you are well aware of Kundun. The weakest and most disorganized monsters of Kundun's army are frequently attacking and plundering civilians just outside of town. I wanted to ask you to eliminate these plundering monsters.... Will you accept this quest? (Level 15-25)	2	446
1172	Defeat 15 Polluted Butterflies from near the tombstone (121, 156) on the north side of town and return to me for a reward.	3	446
1173	You are stepping forward again as a true hero.	4	446
1174	Defeat 15 Polluted Butterflies from near the tombstone (121, 156) on the north side of town and return to me for a reward.	5	446
1175	Dispose of the Plunderers' Leader!	1	447
1176	Our reconnaissance party reports that stolen supplies are being sent to Kundun's army. Please defeat the monsters controlling these plunderers while we ascertain the location of the supply route. Will you accept this quest? (Level 26-35)	2	447
1177	Defeat 20 Skeleton Warriors from near the Dungeon entrance (123, 227) on the southwest side of town and return to me for a reward.	3	447
1178	You are stepping forward again as a true hero.	4	447
1179	Defeat 20 Skeleton Warriors from near the Dungeon entrance (123, 227) on the southwest side of town and return to me for a reward.	5	447
1180	Dispose of the Plunderers' Leader!	1	448
1181	Our reconnaissance party reports that stolen supplies are being sent to Kundun's army. Please defeat the monsters controlling these plunderers while we ascertain the location of the supply route. Will you accept this quest? (Level 26-35)	2	448
1182	Defeat 20 Giants from near the Devias entrance (22, 45) on the east side of town and return to me for a reward.	3	448
1183	You are stepping forward again as a true hero.	4	448
1184	Defeat 20 Giants from near the Devias entrance (22, 45) on the east side of town and return to me for a reward.	5	448
1185	Dispose of the Plunderers' Leader!	1	449
1186	Our reconnaissance party reports that stolen supplies are being sent to Kundun's army. Please defeat the monsters controlling these plunderers while we ascertain the location of the supply route. Will you accept this quest? (Level 26-35)	2	449
1187	Defeat 20 Stone Golems from near the southwest side (30, 214) of town and return to me for a reward.	3	449
1188	You are stepping forward again as a true hero.	4	449
1189	Defeat 20 Stone Golems from near the southwest side (30, 214) of town and return to me for a reward.	5	449
1190	Dispose of the Plunderers' Leader!	1	450
1191	Our reconnaissance party reports that stolen supplies are being sent to Kundun's army. Please defeat the monsters controlling these plunderers while we ascertain the location of the supply route. Will you accept this quest? (Level 26-35)	2	450
1192	Defeat 20 Hideous Rabbits from near the face sculpture on the north side (151, 146) of town and return to me for a reward.	3	450
1193	You are stepping forward again as a true hero.	4	450
1194	Defeat 20 Hideous Rabbits from near the face sculpture on the north side (151, 146) of town and return to me for a reward.	5	450
1195	Monster Supply Route in Devias!	1	451
1196	The reconnaissance party reports that the stolen supplies are being delivered to the Lost Tower by way of Devias. Severing the Kundun's supply route in Devias will be a devastating blow to the enemy. Will you accept this quest? (Level 36-45)	2	451
1197	At Devias 2, you'll encounter semi-transparent Ice Monsters. Defeat 25 Ice Monsters and return to me for a reward.	3	451
1198	You are stepping forward again as a true hero.	4	451
1199	At Devias 2, you'll encounter semi-transparent Ice Monsters. Defeat 25 Ice Monsters and return to me for a reward.	5	451
1200	Monster Supply Route in Devias!	1	452
1201	The reconnaissance party reports that the stolen supplies are being delivered to the Lost Tower by way of Devias. Severing the Kundun's supply route in Devias will be a devastating blow to the enemy. Will you accept this quest? (Level 36-45)	2	452
1202	Outside Devias, you'll encounter white monsters known as Worms. Defeat 25 Worms and return to me for a reward.	3	452
1203	You are stepping forward again as a true hero.	4	452
1204	Outside Devias, you'll encounter white monsters known as Worms. Defeat 25 Worms and return to me for a reward.	5	452
1205	Attack on the Supply Corps!	1	453
1206	Now that the defense of the supply route has weakened, it's time to stir up the enemy's command structure a bit more. I'd like to ask you to defeat the high-ranking monsters that control those in charge of the supply route. Will you accept this quest? (Level 46-55)	2	453
1207	At Devias 2, you'll encounter blade-wielding Assassins. Defeat 30 Assassins and return to me for a reward.	3	453
1208	You are stepping forward again as a true hero.	4	453
1209	At Devias 2, you'll encounter blade-wielding Assassins. Defeat 30 Assassins and return to me for a reward.	5	453
1210	Attack on the Supply Corps!	1	454
1211	Now that the defense of the supply route has weakened, it's time to stir up the enemy's command structure a bit more. I'd like to ask you to defeat the high-ranking monsters that control those in charge of the supply route. Will you accept this quest? (Level 46-55)	2	454
1212	At Devias 2, you'll encounter semi-transparent Ice Monsters. Defeat 30 Ice Monsters and return to me for a reward.	3	454
1213	You are stepping forward again as a true hero.	4	454
1214	At Devias 2, you'll encounter semi-transparent Ice Monsters. Defeat 30 Ice Monsters and return to me for a reward.	5	454
1215	Inland Supply Corps!	1	455
1216	Before attacking the supply warehouse, we plan to defeat the monsters guarding it first. Once those monsters have been dealt with, the reconnaissance party will handle the assault on the warehouse. Will you accept this quest? (Level 56-65)	2	455
1217	At Devias 2, you'll encounter Yetis covered in white fur. Defeat 30 Yetis and return to me for a reward.	3	455
1218	You are stepping forward again as a true hero.	4	455
1219	At Devias 2, you'll encounter Yetis covered in white fur. Defeat 30 Yetis and return to me for a reward.	5	455
1220	Inland Supply Corps!	1	456
1221	Before attacking the supply warehouse, we plan to defeat the monsters guarding it first. Once those monsters have been dealt with, the reconnaissance party will handle the assault on the warehouse. Will you accept this quest? (Level 56-65)	2	456
1222	At Devias 2, you'll encounter Hommerds roaming around and shrieking out foul laughs. Defeat 30 Hommerds and return to me for a reward.	3	456
1223	You are stepping forward again as a true hero.	4	456
1224	At Devias 2, you'll encounter Hommerds roaming around and shrieking out foul laughs. Defeat 30 Hommerds and return to me for a reward.	5	456
1225	Dungeon Sweep!	1	457
1226	We launched an investigation after communication with our reconnaissance party at the Dungeon started to grow sporadic and we found out that they were too tied up in dealing with a growing number of monsters. Will you go to the Dungeon and help eradicate these monsters? (Level 66-79)	2	457
1227	At Dungeon Level 1, you'll encounter one-eyed giants that carry axes known as Cyclopses. Defeat 40 Cyclopses and return to me for a reward.	3	457
1228	You are stepping forward again as a true hero.	4	457
1229	At Dungeon Level 1, you'll encounter one-eyed giants that carry axes known as Cyclopses. Defeat 40 Cyclopses and return to me for a reward.	5	457
1230	Dungeon Sweep!	1	458
1231	We launched an investigation after communication with our reconnaissance party at the Dungeon started to grow sporadic and we found out that they were too tied up in dealing with a growing number of monsters. Will you go to the Dungeon and help eradicate these monsters? (Level 66-79)	2	458
1232	At Dungeon Level 1, you'll encounter Larvae harassing travelers near the entrance. Defeat 40 Larvae and return to me for a reward.	3	458
1233	You are stepping forward again as a true hero.	4	458
1234	At Dungeon Level 1, you'll encounter Larvae harassing travelers near the entrance. Defeat 40 Larvae and return to me for a reward.	5	458
1235	Request of Elveland's Elder!	1	459
1236	The quest to eliminate Totem Golems and Cursed Liches in Elveland was actually set by the elder of Elveland. He says now a larger number of monsters have appeared and asks us to deal with them. Will you accept this quest? (Level 80-90)	2	459
1237	At Elveland 3, you'll encounter Totem Golems born from totems. Defeat 50 Totem Golems and return to me for a reward.	3	459
1238	You are stepping forward again as a true hero.	4	459
1239	At Elveland 3, you'll encounter Totem Golems born from totems. Defeat 50 Totem Golems and return to me for a reward.	5	459
1240	Request of Elveland's Elder!	1	460
1241	The quest to eliminate Totem Golems and Cursed Liches in Elveland was actually set by the elder of Elveland. He says now a larger number of monsters have appeared and asks us to deal with them. Will you accept this quest? (Level 80-90)	2	460
1242	At Elveland 2, you'll encounter Cursed Liches that carry around a burning staff. Defeat 50 Cursed Liches and return to me for a reward.	3	460
1243	You are stepping forward again as a true hero.	4	460
1244	At Elveland 2, you'll encounter Cursed Liches that carry around a burning staff. Defeat 50 Cursed Liches and return to me for a reward.	5	460
1245	Situation at the Dungeon (1)	1	461
1246	Monsters are taking over the Dungeon in Lorencia once again. Our reconnaissance party is too busy dealing with monsters and can't make prompt reports. I wish to ask for your help with this matter. Will you accept this quest? (Level 91-100)	2	461
1247	At Dungeon Level 2, you'll encounter poison-drooling Hell Hounds. Defeat 50 Hell Hounds and return to me for a reward.	3	461
1248	You are stepping forward again as a true hero.	4	461
1249	At Dungeon Level 2, you'll encounter poison-drooling Hell Hounds. Defeat 50 Hell Hounds and return to me for a reward.	5	461
1250	Situation at the Dungeon (1)	1	462
1251	Monsters are taking over the Dungeon in Lorencia once again. Our reconnaissance party is too busy dealing with monsters and can't make prompt reports. I wish to ask for your help with this matter. Will you accept this quest? (Level 91-100)	2	462
1252	At Dungeon Level 1, you'll encounter one-eyed giants that carry axes known as Cyclopses. Defeat 50 Cyclopses and return to me for a reward.	3	462
1253	You are stepping forward again as a true hero.	4	462
1254	At Dungeon Level 1, you'll encounter one-eyed giants that carry axes known as Cyclopses. Defeat 50 Cyclopses and return to me for a reward.	5	462
1255	Situation at the Dungeon (2)	1	463
1256	I have a monster hunt quest that will take you deeper into the Dungeon than before. Will you accept this quest? (Level 101-110)	2	463
1257	At Dungeon Level 2, you'll encounter Hell Hounds that use sharp magic. Defeat 50 Hell Spiders and return to me for a reward.	3	463
1258	You are stepping forward again as a true hero.	4	463
1259	At Dungeon Level 2, you'll encounter Hell Hounds that use sharp magic. Defeat 50 Hell Spiders and return to me for a reward.	5	463
1260	Situation at the Dungeon (2)	1	464
1261	I have a monster hunt quest that will take you deeper into the Dungeon than before. Will you accept this quest? (Level 101-110)	2	464
1262	At Dungeon Level 2, you'll encounter Skeleton Archers that hide and fire arrows. Defeat 50 Skeleton Archers and return to me for a reward.	3	464
1263	You are stepping forward again as a true hero.	4	464
1264	At Dungeon Level 2, you'll encounter Skeleton Archers that hide and fire arrows. Defeat 50 Skeleton Archers and return to me for a reward.	5	464
1265	Situation at the Dungeon (3)	1	465
1266	Our reconnaissance party reports of severe resistance from monsters at Dungeon Level 2. I'd like to ask you to do away with these monsters. Will you accept this quest? (Level 111-120)	2	465
1267	At Dungeon Level 2, you'll encounter Thunder Liches that use thunder magic. Defeat 50 Thunder Liches and return to me for a reward.	3	465
1268	You are stepping forward again as a true hero.	4	465
1269	At Dungeon Level 2, you'll encounter Thunder Liches that use thunder magic. Defeat 50 Thunder Liches and return to me for a reward.	5	465
1270	Situation at the Dungeon (3)	1	466
1271	Our reconnaissance party reports of severe resistance from monsters at Dungeon Level 2. I'd like to ask you to do away with these monsters. Will you accept this quest? (Level 111-120)	2	466
1272	At Dungeon Level 2, you'll encounter poison-drooling Hell Hounds. Defeat 50 Hell Hounds and return to me for a reward.	3	466
1273	You are stepping forward again as a true hero.	4	466
1274	At Dungeon Level 2, you'll encounter poison-drooling Hell Hounds. Defeat 50 Hell Hounds and return to me for a reward.	5	466
1275	Situation at the Dungeon (4)	1	467
1276	There are too many monsters guarding the path between Dungeon Level 2 and Level 3, preventing our reconnaissance party from reaching the third level. I'd like ask you to do away with these monsters. Will you accept this quest? (Level 121-130)	2	467
1277	At Dungeon Level 2, you'll encounter poison-drooling Poison Bull Fighters. Defeat 50 Poison Bull Fighters and return to me for a reward.	3	467
1278	You are stepping forward again as a true hero.	4	467
1279	At Dungeon Level 2, you'll encounter poison-drooling Poison Bull Fighters. Defeat 50 Poison Bull Fighters and return to me for a reward.	5	467
1280	Situation at the Dungeon (4)	1	468
1281	There are too many monsters guarding the path between Dungeon Level 2 and Level 3, preventing our reconnaissance party from reaching the third level. I'd like ask you to do away with these monsters. Will you accept this quest? (Level 121-130)	2	468
1282	At Dungeon Level 2, you'll encounter Hell Hounds that use sharp magic. Defeat 50 Hell Spiders and return to me for a reward.	3	468
1283	You are stepping forward again as a true hero.	4	468
1284	At Dungeon Level 2, you'll encounter Hell Hounds that use sharp magic. Defeat 50 Hell Spiders and return to me for a reward.	5	468
1285	Situation at the Dungeon (5)	1	469
1286	A group of monsters has appeared at Dungeon Levels 2 and 3 and is attacking our reconnaissance party. I'd like to ask you, traveler, to hunt down these monsters. Will you accept this quest? (Level 131-140)	2	469
